Latitude,Longitude,Distance (km)
10.0070423,76.3733419,0.025591166828319706
10.0069921,76.3733353,0.025697531335756908
10.0072236,76.3735475,0.025866343771704953
10.0072096,76.373654,0.02588705338486238
10.0070513,76.3733353,0.026527771638211625
10.0069921,76.3733265,0.02666146260371564
10.0072328,76.3735519,0.026845523938807597
10.0072269,76.3736289,0.02690450033818661
10.0072314,76.3736311,0.027448501285367913
10.0072387,76.3735557,0.02747334352885375
10.0072407,76.3736338,0.02852386497342292
10.0069921,76.3738335,0.02887412301685434
10.0069921,76.3733017,0.02937799618060109
10.0072564,76.3735643,0.029404443844034615
10.0070555,76.3738335,0.02972280468280311
10.0070376,76.3733017,0.02981073344577932
10.0072603,76.373566,0.029834899876848193
10.0072536,76.3736442,0.030203772967528398
10.0069921,76.3738465,0.03029811239181213
10.0072646,76.3735687,0.03031041457088424
10.0072651,76.3735684,0.030366188992189732
10.0069921,76.3738476,0.030418603800655353
10.0072666,76.3735689,0.030532785707342393
10.0072682,76.3735566,0.030745092625213195
10.0072696,76.373571,0.030866513898761896
10.0070573,76.3738465,0.031153966349264487
10.0072725,76.3735541,0.03123682712886177
10.0072734,76.3735839,0.03132650995272321
10.0072746,76.3735744,0.0314262938263893
10.0072763,76.37355,0.03168658436124845
10.007266,76.3736515,0.031749972150247295
10.0072777,76.3735828,0.03179865136480916
10.0072791,76.3735782,0.03193590592442033
10.0072696,76.3736492,0.032065238445900195
10.0072796,76.373547,0.032076806509104966
10.0069921,76.3738641,0.03222597493051665
10.0072731,76.3736439,0.032289552207833944
10.0069921,76.373866,0.03243409645424879
10.0072769,76.3736367,0.03251233696207101
10.007283,76.3736258,0.032931031032817484
10.0072878,76.3735864,0.03294028253618705
10.0071999,76.3737963,0.03390048135340208
10.0073008,76.3735944,0.034441364522728474
10.0071084,76.3738641,0.03472540784774656
10.0073072,76.3736,0.03520326024859561
10.0073071,76.3736016,0.03520903829599198
10.0073069,76.3736038,0.0352114982961416
10.0071166,76.373866,0.03526670494072199
10.0073072,76.3736069,0.03528207349595641
10.0073076,76.3736104,0.035372305993765486
10.007309,76.3736176,0.03563387839398008
10.007314,76.3735592,0.0358240614069742
10.0073135,76.3735472,0.03583563714752187
10.0073103,76.3736216,0.0358435300071987
10.0073122,76.3736207,0.036036873691020536
10.007316,76.3735819,0.036051313763113796
10.0073183,76.373581,0.036303538043322946
10.0073279,76.3735792,0.03736486727189995
10.0073299,76.3735794,0.03758784485782776
10.0069921,76.3739148,0.037779533491737
10.007331,76.3735465,0.03778283352747904
10.0073339,76.373583,0.03804542716889422
10.0073403,76.3735658,0.03873283168115073
10.0073406,76.3735872,0.03880988880390666
10.0069921,76.3739257,0.03897349381458874
10.0069673,76.3739257,0.03907099509389257
10.0069921,76.3739923,0.04626870091915486
10.0069921,76.3739974,0.046827342903836125
10.0069921,76.3740074,0.04792271934761197
10.0069921,76.3740155,0.04880997426486857
10.0069071,76.3740074,0.048846452056531264
10.0069921,76.3731021,0.051241709968713044
10.0069921,76.3740573,0.053388647793942694
10.0069921,76.3740669,0.054440209179577245
10.0069921,76.374074,0.0552179264521775
10.0069921,76.3730271,0.059457033284489126
10.0067238,76.3740573,0.061163327116704504
10.0069921,76.3741338,0.06176827757670301
10.0066597,76.3740669,0.06580826008409454
10.0069921,76.3741962,0.06860342657705562
10.0069921,76.3742066,0.06974261807618529
10.0064289,76.3739923,0.07787905738084915
10.0069921,76.3727944,0.084946443095108
10.0060826,76.3739148,0.1079877660793528
10.0069921,76.3724163,0.1263626263762922
10.0057735,76.3739974,0.14340560355842455
10.0069921,76.3720908,0.1620171295711031
10.0055107,76.374074,0.17378182377821869
10.0053456,76.3741338,0.1932758906557459
10.0069921,76.3717129,0.20341140532243177
10.0051303,76.3742066,0.2185163097055722
10.0051196,76.3741962,0.21928548829604344
10.0050196,76.3738476,0.2214994995999738
10.005042,76.3740155,0.22233324393513487
10.004987,76.373696,0.22345426180726288
10.0049127,76.3734951,0.2314363951223826
10.0048249,76.3733265,0.24252723063620527
10.0069921,76.3713062,0.2479603652277927
10.0047433,76.3731021,0.25532836381654533
10.0047113,76.3730271,0.2605672729398103
10.0069921,76.3710035,0.2811174101334858
10.0045402,76.3727944,0.2856476262076633
10.0069921,76.3706933,0.31509598737124717
10.0069921,76.3706068,0.3245709935962997
10.0069921,76.3706003,0.3252829882837715
10.0069921,76.3705868,0.3267617464810425
10.0042774,76.3724163,0.3273298768380405
10.0069921,76.3705565,0.3300807371007165
10.0069921,76.3705559,0.33014645968862444
10.0069921,76.3705558,0.3301574134514177
10.0069921,76.3705555,0.33019027474676527
10.0069921,76.3705477,0.33104466837005875
10.0069921,76.3705231,0.33373929441854205
10.0069921,76.3705017,0.3360834000046859
10.0069921,76.3702895,0.3593272881093486
10.004033,76.3720908,0.3668556397261245
10.0069921,76.3700092,0.3900306897840257
10.0038038,76.3717129,0.408829958315136
10.0069921,76.3697711,0.41611160287428056
10.0069921,76.3695861,0.4363760670531267
10.0036186,76.3713062,0.44976151226521977
10.0069921,76.3693715,0.45988284550366676
10.0035548,76.3710035,0.4745569485862287
10.0069921,76.369176,0.481297454949909
10.0035359,76.3706933,0.49706631663171574
10.0035765,76.3706003,0.5001467507276325
10.0035859,76.3705868,0.5003175366106378
10.003607,76.3705559,0.5007676360029099
10.0036048,76.3705565,0.5009083436470628
10.0035618,76.3706068,0.5009282783891177
10.0038392,76.3702895,0.5021010033454051
10.0036307,76.3705017,0.5027379323336951
10.003576,76.3705558,0.5033725880295354
10.0035761,76.3705555,0.503385746449783
10.0069921,76.3689736,0.5034678741389237
10.0035786,76.3705477,0.5037369670944758
10.0035875,76.3705231,0.5047687994839931
10.004111,76.3700092,0.5047996023987975
10.004342,76.3697711,0.5099409168749705
10.0045031,76.3695861,0.5167901295924571
10.0046943,76.3693715,0.5261338836798014
10.0069921,76.3687661,0.5261969353153447
10.0049034,76.369176,0.5344380090050559
10.0050863,76.3689736,0.5462761923440821
10.0069921,76.3685339,0.5516315763029405
10.0052377,76.3687661,0.5612173930630042
10.0069921,76.3683252,0.5744920826522742
10.0055205,76.3685339,0.5754057903043748
10.005793,76.3683252,0.5897723690235199
10.0069921,76.3680625,0.6032676217890971
10.0060833,76.3680625,0.6116789641789514
10.0069921,76.367757,0.6367313720979815
10.0062293,76.367757,0.6423602230408967
10.0069921,76.3674843,0.666602287675534
10.0063157,76.3674843,0.6708352778923239
10.0069921,76.3672708,0.689988574716652
10.0064317,76.3672708,0.6927990202914
10.0069921,76.3671063,0.7080075171893078
10.0066114,76.3671063,0.7092731123152763
10.0069921,76.3669552,0.7245586552302878
10.0068492,76.3669552,0.7247331362421744
10.0069921,76.3668305,0.7382179994647179
10.0070756,76.3668305,0.7382763275352539
10.0069921,76.3667333,0.7488650584823837
10.0073088,76.3667333,0.749692759944263
10.0069921,76.3666762,0.7551196579679514
10.0069921,76.3666719,0.7555906698377182
10.0069921,76.3666537,0.7575842549628287
10.007597,76.3666762,0.7581105643239838
10.0069921,76.3665962,0.7638826695051335
10.0069921,76.3665814,0.7655038266395459
10.0069921,76.3665314,0.7709807088511487
10.0079215,76.3665814,0.7724514462760615
10.0069921,76.366483,0.7762823308301922
10.0082883,76.3665314,0.784344077012444
10.0086228,76.3665962,0.785119996880952
10.008946,76.3666537,0.7881393501422915
10.0092452,76.3666719,0.7960650988733056
10.0069921,76.3662327,0.803699603177889
10.0069921,76.3660761,0.8208531982628142
10.0095374,76.366483,0.8262945422633807
10.0069921,76.3659441,0.8353121672993623
10.0069921,76.3658132,0.8496506449256486
10.0069921,76.3657005,0.8619955374296107
10.0098837,76.3662327,0.8656642318771315
10.0069921,76.3655964,0.8733984061926383
10.0069921,76.3654218,0.8925236788740651
10.0102717,76.3660761,0.8982563358193782
10.0069921,76.3652423,0.9121856860089076
10.0106463,76.3659441,0.9289483783004712
10.0069921,76.3650745,0.9305661027074416
10.0069921,76.3648714,0.9528131982485698
10.010913,76.3658132,0.9550387809675142
10.0069921,76.3646397,0.978193070412278
10.0111719,76.3657005,0.9793752662409624
10.0069921,76.3644509,0.9988737776411852
10.0114263,76.3655964,1.0030332574931944
10.0069921,76.3643469,1.0102656926383533
10.0069921,76.3642298,1.0230925507744972
10.0069921,76.3641297,1.0340572689600045
10.0117317,76.3654218,1.0365861398510239
10.0069921,76.3640006,1.0481985788290387
10.0069921,76.3638417,1.0656041104950589
10.0120807,76.3652423,1.0735130917892475
10.0069921,76.3636326,1.0885084318978955
10.0123768,76.3650745,1.1066468151228215
10.0069921,76.3634348,1.1101749779239565
10.0069921,76.3631488,1.141502744166438
10.0127459,76.3648714,1.147793315529078
10.0069921,76.3630281,1.15472393782406
10.0069921,76.3627585,1.1842552867021952
10.0131236,76.3646397,1.1924661069863285
10.0069921,76.3625723,1.204651196054423
10.0069921,76.3624284,1.2204136630558151
10.0134881,76.3644509,1.2328040847498916
10.0069921,76.3622623,1.2386078657578503
10.0069921,76.3620602,1.2607454236515068
10.0138488,76.3643469,1.265812042751147
10.0069921,76.3618339,1.2855337925363894
10.0142044,76.3642298,1.300098740850757
10.0069921,76.3615723,1.3141888402592923
10.0145455,76.3641297,1.3323378445243041
10.0069921,76.3613075,1.343194408445664
10.01495,76.3640006,1.3719308567568227
10.0069921,76.3609746,1.379659490200624
10.0151883,76.3638417,1.402359075989059
10.0069921,76.3606513,1.4150730105711935
10.0152567,76.3636326,1.4247378426638084
10.015166,76.3634348,1.4349454725740745
10.0069921,76.3603802,1.4447686659157586
10.0150012,76.3631488,1.4479680993059412
10.014862,76.3630281,1.449007796830169
10.0148472,76.3627585,1.4716711055737108
10.0069921,76.3601213,1.4731279619975022
10.0150286,76.3625723,1.5000677332027454
10.0069921,76.3598666,1.5010271999762994
10.0069921,76.3595997,1.5302627972118548
10.015326,76.3624284,1.5325338670200352
10.0069921,76.3593323,1.5595531632708683
10.0155851,76.3622623,1.5644994627098348
10.0069921,76.3591199,1.5828189589000643
10.015843,76.3620602,1.5995764091508777
10.0069921,76.3589231,1.6043759672773383
10.0069921,76.3589114,1.6056575577147632
10.0069921,76.3587529,1.6230192743187757
10.0160264,76.3618339,1.631668579480044
10.0069921,76.3584963,1.6511266338199988
10.0160614,76.3615723,1.6567059300672689
10.0069921,76.358304,1.6721907227973858
10.0161496,76.3613075,1.6857165246428703
10.0069921,76.3580208,1.703211783632398
10.0162604,76.3609746,1.7222614221528287
10.0069921,76.357806,1.7267404696065265
10.0069921,76.3575614,1.7535333773754982
10.0163356,76.3606513,1.7556960104343424
10.0069921,76.3574636,1.7642461589770675
10.0163512,76.3603802,1.780730325673232
10.0069921,76.3572782,1.7845544382110674
10.016293,76.3601213,1.8000866000748323
10.0069921,76.3569779,1.8174485927593051
10.0162515,76.3598666,1.820372686940899
10.0069921,76.3567756,1.8396080581789418
10.0162064,76.3595997,1.8417568036549916
10.0069921,76.3567155,1.8461912705938872
10.0161593,76.3593323,1.863291816392285
10.0069921,76.3565414,1.8652617744481221
10.0069921,76.3565097,1.8687341177680747
10.0161304,76.3591199,1.8810686199074647
10.0069921,76.3563418,1.887125488227469
10.0069921,76.3562827,1.893599162999078
10.0161377,76.3589231,1.8996775726280484
10.0161371,76.3589114,1.900724320216358
10.0161233,76.3587529,1.9145982518285256
10.0069921,76.3560568,1.9183437168196629
10.0160513,76.3584963,1.934297873031895
10.0160032,76.358304,1.9495527170144975
10.0069921,76.3557624,1.95059159926699
10.015962,76.3580208,1.9739038421342217
10.0069921,76.355491,1.9803201158989296
10.0159448,76.357806,1.9932843880167646
10.0158997,76.3575614,2.014065903114485
10.0158689,76.3574636,2.021724265321247
10.0158161,76.3572782,2.036633156964136
10.0069921,76.3549693,2.03746590486911
10.0069921,76.3548909,2.0460536561721745
10.0069921,76.3547655,2.0597896767524593
10.0157438,76.3569779,2.06170693671941
10.0069921,76.3547314,2.0635249104181113
10.015706,76.3567756,2.079303749382294
10.0156731,76.3567155,2.083431720429226
10.0156016,76.3565414,2.0967047125438887
10.0069921,76.3544274,2.0968243542474356
10.0155917,76.3565097,2.099292332736047
10.0155456,76.3563418,2.1133667601394484
10.015527,76.3562827,2.1182212850007773
10.0069921,76.3541318,2.1292036818668976
10.0154853,76.3560568,2.1383169009948184
10.0069921,76.3539108,2.1534115012305453
10.0154422,76.3557624,2.165208210754293
10.0069921,76.3536529,2.181661259662092
10.0154265,76.355491,2.1912791346249914
10.0154007,76.3552693,2.212034733064683
10.0154068,76.3552025,2.2189537749425985
10.0069921,76.3532868,2.221762991192998
10.0154152,76.355124,2.2271458208642123
10.0154067,76.3549693,2.2421352847087834
10.0153928,76.3548909,2.2492990902373013
10.0154122,76.3547655,2.2626930706700548
10.0154155,76.3547314,2.2662455111088082
10.0069921,76.352871,2.267308743639895
10.0154596,76.3544274,2.2986121161025994
10.0069921,76.3525817,2.298997984096882
10.0069921,76.352561,2.301265413332593
10.0069921,76.3524131,2.317466030903765
10.0155579,76.3541318,2.3326303047406176
10.0069921,76.3522188,2.338749195164984
10.0157013,76.3539108,2.361245575500989
10.0069921,76.3517407,2.39111914284197
10.0158783,76.3536529,2.3950931008300205
10.0069921,76.3515668,2.410167739160817
10.0069921,76.3514739,2.4203437863035657
10.0069921,76.3514589,2.42198685096552
10.0069921,76.351381,2.430519833446267
10.0159884,76.3532868,2.4366797728566802
10.0069921,76.3511581,2.4549357743289297
10.0069921,76.351025,2.469515234766801
10.0069921,76.3509461,2.478157754890556
10.0160762,76.352871,2.4822368083576545
10.0069921,76.3506824,2.5070428316557942
10.0069921,76.3506078,2.515214339908494
10.0162293,76.3525817,2.5181142514389543
10.0162496,76.352561,2.5211058146911745
10.0069921,76.3504462,2.5329156232055854
10.0069921,76.350436,2.5340329071756544
10.0164509,76.3524131,2.5450753012342155
10.0069921,76.3503074,2.5481194482137197
10.0069921,76.3502142,2.558328356649734
10.0166894,76.3522188,2.575465986322648
10.0069921,76.3499448,2.587837797984644
10.0169504,76.3519747,2.61194744357253
10.0069921,76.3496864,2.616142325234268
10.0069921,76.3496857,2.6162190015849194
10.0069921,76.3496821,2.6166133371037517
10.0069921,76.3496794,2.6169090887421786
10.0069921,76.3496699,2.617949696362943
10.0069921,76.3496657,2.6184097544668528
10.0069921,76.3496646,2.618530245875617
10.0069921,76.349662,2.618815043751258
10.0069921,76.3496497,2.6201623567732337
10.0069921,76.3496451,2.620666229936649
10.0069921,76.3496399,2.6212358256865365
10.0069921,76.3496348,2.6217944676708496
10.0069921,76.3496278,2.6225612311815456
10.0069921,76.3496182,2.623612792565093
10.0069921,76.3496155,2.6239085442035193
10.0069921,76.3496132,2.6241604807866197
10.0069921,76.3496118,2.6243138334865295
10.0069921,76.349608,2.624730076533719
10.0069921,76.3496078,2.624751984063472
10.0069921,76.3495979,2.6258364067395576
10.0069921,76.3495978,2.625847360505131
10.0069921,76.3495954,2.6261102508510175
10.0069921,76.3495922,2.6264607713117347
10.0069921,76.3495882,2.626898921888677
10.0069921,76.349588,2.62692082941843
10.0069921,76.3495837,2.6273918412879103
10.0069921,76.3495816,2.627621870341258
10.0069921,76.3495742,2.6284324489058837
10.0069921,76.3495701,2.628881553248398
10.0069921,76.3495677,2.629144443594284
10.0069921,76.3495656,2.629374472646238
10.0069921,76.349563,2.629659270521877
10.0069921,76.3495557,2.6304588953237142
10.0069921,76.3495513,2.630940860957374
10.0069921,76.3495512,2.630951814722948
10.0069921,76.3495484,2.6312585201255523
10.0069921,76.3495441,2.631729531995032
10.0069921,76.3495383,2.6323648503313875
10.0069921,76.3495373,2.632474387977364
10.0069921,76.3495341,2.6328249084380806
10.0069921,76.349534,2.632835862200867
10.0069921,76.349532,2.633054937490034
10.0069921,76.3495297,2.63330687407174
10.0069921,76.3495199,2.634380342983641
10.0069921,76.3495162,2.634785632268043
10.0069921,76.3495148,2.6349389849707383
10.0069921,76.3495072,2.6357714710651132
10.0069921,76.3495061,2.635891962473876
10.0069921,76.3495043,2.6360891302318965
10.0069921,76.3494996,2.636603957160881
10.0069921,76.3494959,2.637009246445282
10.0069921,76.3494913,2.637513119607299
10.0069921,76.3494899,2.637666472309995
10.0069921,76.3494824,2.638488004640188
10.0069921,76.3494824,2.638488004640188
10.0069921,76.3494765,2.6391342767407213
10.0069921,76.3494694,2.639911994014196
10.0069921,76.3494691,2.639944855308128
10.0069921,76.3494638,2.6405254048221893
10.0069921,76.3494601,2.640930694103802
10.0069921,76.3494541,2.6415879199699073
10.0069921,76.3494512,2.64190557913669
10.0069921,76.3494487,2.6421794232481473
10.0069921,76.3494466,2.642409452301493
10.0069921,76.3494447,2.6426175738236926
10.0069921,76.3494406,2.6430666781662038
10.0069921,76.3494396,2.6431762158093934
10.0069921,76.3494378,2.6433733835688065
10.0069921,76.349436,2.643570551329613
10.0069921,76.3494344,2.6437458115578805
10.0069921,76.3494292,2.644315407309154
10.0069921,76.3494234,2.6449507256441116
10.0069921,76.3494205,2.6452683848136807
10.0069921,76.3494127,2.6461227784378036
10.0069921,76.3494115,2.6462542236107454
10.0069921,76.349411,2.6463089924316434
10.0069921,76.3494075,2.6466923741876833
10.0069921,76.3494064,2.6468128655950522
10.0069921,76.3494054,2.6469224032396355
10.0069921,76.3494045,2.6470209871186445
10.0069921,76.3494014,2.6473605538151785
10.0069921,76.3494007,2.647437230167223
10.0069921,76.3493994,2.647579629104344
10.0069921,76.3493974,2.647798704392116
10.0069921,76.3493945,2.6481163635602916
10.0069921,76.3493933,2.648247808733233
10.0172282,76.3517407,2.6483180773927315
10.0069921,76.3493905,2.648554514137228
10.0069921,76.3493896,2.648653098017632
10.0069921,76.349387,2.6489378958932677
10.0069921,76.3493849,2.649167924943825
10.0069921,76.3493799,2.649715613165345
10.0069921,76.3493779,2.6499346884545103
10.0069921,76.3493773,2.650000411039588
10.0069921,76.349377,2.65003327233352
10.0069921,76.3493767,2.650066133627452
10.0069921,76.3493729,2.650482376673243
10.0069921,76.3493724,2.6505371454969278
10.0069921,76.349369,2.650909573487393
10.0069921,76.3493683,2.650986249838044
10.0069921,76.3493649,2.6513586778285094
10.0069921,76.3493648,2.6513696315912956
10.0069921,76.3493636,2.6515010767642373
10.0069921,76.3493617,2.6517091982892227
10.0069921,76.3493593,2.651972088635106
10.0069921,76.349358,2.652114487572227
10.0173749,76.3515668,2.672538843141418
10.0173327,76.3514739,2.67970126140265
10.0173998,76.3514589,2.6843953109383
10.0174485,76.351381,2.6944300631332534
10.0175761,76.3511581,2.7225807868297216
10.0176189,76.351025,2.73778568913087
10.0176421,76.3509461,2.7466954927350233
10.0177251,76.3506824,2.7767400892338263
10.0177521,76.3506078,2.7854088941018786
10.0178235,76.3504462,2.8048047748959997
10.0178268,76.350436,2.8059713775654784
10.0178835,76.3503074,2.821400819207044
10.0179311,76.3502142,2.832893801369137
10.017982,76.3499448,2.8619837675605506
10.0179244,76.3499067,2.8630310153595047
10.0179199,76.3498955,2.8639292594332613
10.0179204,76.3498932,2.864180978543738
10.0179203,76.349893,2.864196094800007
10.0179256,76.3498833,2.8654083320771804
10.0179317,76.3498776,2.8662616314104294
10.0179317,76.3498776,2.8662616314104294
10.0179661,76.3498918,2.8664805615202646
10.0179375,76.3498755,2.8667437972145176
10.0179379,76.3498754,2.8667726076599656
10.0179577,76.3498808,2.8671732379643475
10.0179427,76.3498726,2.8672770243423416
10.0179442,76.3498713,2.8674768062469917
10.0179443,76.3498713,2.867481531318642
10.0179458,76.3498707,2.8676119059843663
10.0179459,76.3498707,2.867616631523771
10.0179334,76.3498641,2.867680802631559
10.017948,76.3498683,2.8679538474972386
10.0179354,76.3498599,2.868191771172989
10.0179489,76.3498659,2.8682343543949673
10.0179489,76.3498657,2.8682541856172503
10.0179492,76.3498638,2.8684567603565796
10.0179492,76.3498637,2.8684666760728783
10.0179528,76.3498608,2.8689243618541047
10.017952,76.3498599,2.868975791600071
10.017954,76.3498572,2.8693380314133465
10.017954,76.3498572,2.8693380314133465
10.0179549,76.3498559,2.8695094680485984
10.0179551,76.3498556,2.8695486668297274
10.0179553,76.3498547,2.8696473579069037
10.0179554,76.3498543,2.8696917457972106
10.0179559,76.3498523,2.869913685635805
10.017956,76.3498518,2.869967989184049
10.017958,76.34985,2.870240991511411
10.0179586,76.3498495,2.8703189270444396
10.0179601,76.3498487,2.8704691500813415
10.0179606,76.3498481,2.870552275505543
10.0179608,76.3498479,2.870581559717527
10.0179612,76.3498475,2.8706401282626084
10.0179613,76.3498474,2.8706547704227936
10.0179619,76.3498463,2.8707921983124276
10.0179621,76.3498461,2.8708214827006455
10.0179632,76.3498443,2.871051951671011
10.0179634,76.349844,2.8710911510858588
10.0179649,76.3498442,2.8711422364637174
10.0179649,76.349844,2.871162065736285
10.0179646,76.349843,2.8712470294714127
10.0179646,76.349843,2.8712470294714127
10.0179648,76.3498425,2.8713060585919776
